"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"129","Non-stop Grinding <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+0089><ed><U+00A0><U+00BD><ed><U+00B1><U+00AF><ed><U+00A0><U+00BD><ed><U+00B2><U+0083><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> happy to shoot! #choreo  #MDS  #AD #choreographer #tvcshoot https://t.co/43GbeQzF5f",FALSE,0,NA,2016-10-12 03:37:27,FALSE,NA,"786048108216004608",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","lalamovement",0,FALSE,FALSE,NA,NA
"130","Eu so queria ter o seu abraço <ed><U+00A0><U+00BC><ed><U+00BE><U+00B6> #mds #sofri #JeM11anos",FALSE,0,NA,2016-10-12 03:04:16,FALSE,NA,"786039757012951040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SheillaQuaresma",0,FALSE,FALSE,NA,NA
"131","Team SPH <ed><U+00A0><U+00BD><ed><U+00B8><U+0084><ed><U+00A0><U+00BC><ed><U+00BF><U+00A5> #pcpconvention2016 #MDs @ Iloilo Convention Center https://t.co/qZmqNJ1WRV",FALSE,0,NA,2016-10-12 02:21:06,FALSE,NA,"786028892897349633",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","patrishabarby",0,FALSE,FALSE,"122.5450821","10.7151299"
"132","#Hiring for Lead Engineer - Storage / IBM XIV #TechJobs #edp #mis #vnx #recovery #mds #career | Apply Now https://t.co/kieEZ6dYpi",FALSE,1,NA,2016-10-12 02:01:23,FALSE,NA,"786023929450156032",NA,"<a href=""http://www.headhonchos.com"" rel=""nofollow"">hh_technology</a>","HH_Technology",0,FALSE,FALSE,NA,NA
"133","#Hiring for Windows Mobile Architect Professionals #TechJobs #symbian #blackberry #mds #bes #career | Apply Now https://t.co/N6CB0EiW8c",FALSE,0,NA,2016-10-12 01:43:43,FALSE,NA,"786019487376027649",NA,"<a href=""http://www.headhonchos.com"" rel=""nofollow"">hh_technology</a>","HH_Technology",0,FALSE,FALSE,NA,NA
"134","Tirar essa magoar do meu peito #mds ..<ed><U+00A0><U+00BD><ed><U+00B2><U+0094>",FALSE,0,NA,2016-10-12 01:01:02,FALSE,NA,"786008745319002112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MacielStephane",0,FALSE,FALSE,NA,NA
"135","<ed><U+00A0><U+00BD><ed><U+00B1><U+00AF><ed><U+00A0><U+00BD><ed><U+00B1><U+00AF> @jesy_palec liboonlyn #PCPConvention #MDs @ Iloilo Convention Center https://t.co/UQOKNiO4pz",FALSE,0,NA,2016-10-12 00:04:35,FALSE,NA,"785994537252581376",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","patrishabarby",0,FALSE,FALSE,"122.5450821","10.7151299"
"136","Apply to this job: MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/iJki8KCQbt #MDS",FALSE,0,NA,2016-10-11 22:55:18,FALSE,NA,"785977100033556481",NA,"<a href=""http://www.bullhornreach.com/"" rel=""nofollow"">Bullhorn Reach</a>","DNGPlacement",0,FALSE,FALSE,NA,NA
"137","MDS Coordinator with a Subacute/Skilled Nursing Facility  https://t.co/JPy5FVAb6z #MDS",FALSE,0,NA,2016-10-11 22:35:54,FALSE,NA,"785972218559881216",NA,"<a href=""http://www.bullhornreach.com/"" rel=""nofollow"">Bullhorn Reach</a>","DNGPlacement",0,FALSE,FALSE,NA,NA
"138","You know your #MDS patient has cytopenias that may get worse before they get better. What will you tell them? https://t.co/ybH3Tjv8d0",FALSE,0,NA,2016-10-11 22:02:02,FALSE,NA,"785963694937210880",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","MediComOncology",0,FALSE,FALSE,NA,NA
"139","as mina postando pra parar de caçar palhaço e calçar elas kk pinha se pesca nao se caça kkk #mds",FALSE,0,NA,2016-10-11 20:53:43,FALSE,NA,"785946506134257665",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","THAMIRE72164347",0,FALSE,FALSE,NA,NA
"140","Great Job Opportunity: MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/mrsBUx6XEi #MDS",FALSE,0,NA,2016-10-11 19:44:57,FALSE,NA,"785929199005626368",NA,"<a href=""http://www.bullhornreach.com/"" rel=""nofollow"">Bullhorn Reach</a>","DNGPlacement",0,FALSE,FALSE,NA,NA
"141","RT @BestLeaguesCoD: #NOTICIA | A partir de las 20:30H todos los días, se abrirán los #MDs para cualquier pregunta, inscripción, etc..

#BES…",FALSE,0,NA,2016-10-11 18:53:38,FALSE,NA,"785916286580686848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","publiesports",3,TRUE,FALSE,NA,NA
"142","@nishaharish tell me about your #MdS expo?",FALSE,0,"nishaharish",2016-10-11 17:52:49,FALSE,NA,"785900981066293248","2417851076","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ashleycharlwood",0,FALSE,FALSE,NA,NA
"143","RT @BestLeaguesCoD: #NOTICIA | A partir de las 20:30H todos los días, se abrirán los #MDs para cualquier pregunta, inscripción, etc..

#BES…",FALSE,0,NA,2016-10-11 16:45:27,FALSE,NA,"785884027983126529",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xLuXoRzZ",3,TRUE,FALSE,NA,NA
"144","RT @BestLeaguesCoD: #NOTICIA | A partir de las 20:30H todos los días, se abrirán los #MDs para cualquier pregunta, inscripción, etc..

#BES…",FALSE,0,NA,2016-10-11 16:45:23,FALSE,NA,"785884009729519616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vaaROH_",3,TRUE,FALSE,NA,NA
"145","#NOTICIA | A partir de las 20:30H todos los días, se abrirán los #MDs para cualquier pregunta, inscripción, etc..

#BESTLeaguesCOD <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+0080>",FALSE,3,NA,2016-10-11 16:45:10,FALSE,NA,"785883955052552192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BestLeaguesCoD",3,FALSE,FALSE,NA,NA
"146","#WorldMentalHealthDay. #Ontario needs more #MDs who can also do #therapy. So few can afford the private counseling they need.",FALSE,1,NA,2016-10-11 16:16:51,FALSE,NA,"785876827059265536",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LeeParpart",0,FALSE,FALSE,NA,NA
"147","The campaign materials are coming along nicely #print #leaflet #heretohelpmds #mdsworldawarenessday #countdown… https://t.co/Copw247QRP",FALSE,1,NA,2016-10-11 15:01:36,TRUE,NA,"785857891190337539",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HeretoHelpMDS",1,FALSE,FALSE,NA,NA
"148","#MDS #heretohelpmds #blood #oncology #genetics #oncologytube https://t.co/h5Hkfc7eG4",FALSE,1,NA,2016-10-11 14:56:20,FALSE,NA,"785856566025187328",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HeretoHelpMDS",0,FALSE,FALSE,NA,NA
"149","RT @HeretoHelpMDS: 15 days 2 go until #MDS World Awareness Day &amp; #heretohelpmds campaign launch #mdsalliance #myelodysplasia https://t.co/Q…",FALSE,0,NA,2016-10-11 14:45:31,FALSE,NA,"785853843946995712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MDS_UK",1,TRUE,FALSE,NA,NA
"150","RT @BestLeaguesCoD: #INFO | Buenos días, en nada empezamos con los #MDs a responder las preguntas vuestras.

#MGs los que quieren <ed><U+00A0><U+00BD><ed><U+00B8><U+0087>.

@Zona…",FALSE,0,NA,2016-10-11 14:02:27,FALSE,NA,"785843004397543424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ZonaGamingPW",6,TRUE,FALSE,NA,NA
"151","RT @MDS_LosSamanes: Entra por el ARO No entres al TRIÁNGULO del #Delito Actúa y colabora con la #MDS en tu comunidad  https://t.co/GNddUqdm…",FALSE,0,NA,2016-10-11 13:38:28,FALSE,NA,"785836971688071169",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","antonolo",4,TRUE,FALSE,NA,NA
"152","David Heil, VP of Business Development, is enjoying the MDS Conference in Las Vegas. Stop by our booth to learn mor… https://t.co/vH5excL6jF",FALSE,1,NA,2016-10-11 13:19:54,TRUE,NA,"785832296439918592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Apollo_MD",0,FALSE,FALSE,NA,NA
"153","RT @BestLeaguesCoD: #INFO | Buenos días, en nada empezamos con los #MDs a responder las preguntas vuestras.

#MGs los que quieren <ed><U+00A0><U+00BD><ed><U+00B8><U+0087>.

@Zona…",FALSE,0,NA,2016-10-11 13:19:43,FALSE,NA,"785832250969645057",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xLuXoRzZ",6,TRUE,FALSE,NA,NA
"154","Know someone for this job? MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/84mUSWpo1i #MDS",FALSE,0,NA,2016-10-11 12:32:52,FALSE,NA,"785820461263360000",NA,"<a href=""http://www.bullhornreach.com/"" rel=""nofollow"">Bullhorn Reach</a>","DNGPlacement",0,FALSE,FALSE,NA,NA
"155","RT @MDS_LosSamanes: Entra por el ARO No entres al TRIÁNGULO del #Delito Actúa y colabora con la #MDS en tu comunidad  https://t.co/GNddUqdm…",FALSE,0,NA,2016-10-11 12:11:05,FALSE,NA,"785814980981653505",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Magaldycepeda",4,TRUE,FALSE,NA,NA
"156","RT @MDS_SECTOR7: 2 taller de mejoramiento profesional para vigilantes- modulo I. #mds #mdsbaruta #formacion #seguridad #Vigilante https://t…",FALSE,0,NA,2016-10-11 12:09:14,FALSE,NA,"785814512331022337",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Magaldycepeda",4,TRUE,FALSE,NA,NA
"157","RT @MDS_LosSamanes: Entra por el ARO No entres al TRIÁNGULO del #Delito Actúa y colabora con la #MDS en tu comunidad  https://t.co/GNddUqdm…",FALSE,0,NA,2016-10-11 12:01:38,FALSE,NA,"785812600043044864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MDS_Santafe",4,TRUE,FALSE,NA,NA
"158","RT @MDS_SECTOR7: 2 taller de mejoramiento profesional para vigilantes- modulo I. #mds #mdsbaruta #formacion #seguridad #Vigilante https://t…",FALSE,0,NA,2016-10-11 11:59:18,FALSE,NA,"785812012794281984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MDS_Santafe",4,TRUE,FALSE,NA,NA
"159","RT @BestLeaguesCoD: #INFO | Buenos días, en nada empezamos con los #MDs a responder las preguntas vuestras.

#MGs los que quieren <ed><U+00A0><U+00BD><ed><U+00B8><U+0087>.

@Zona…",FALSE,0,NA,2016-10-11 09:48:55,FALSE,NA,"785779201387421696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Biri87",6,TRUE,FALSE,NA,NA
"160","RT @BestLeaguesCoD: #INFO | Buenos días, en nada empezamos con los #MDs a responder las preguntas vuestras.

#MGs los que quieren <ed><U+00A0><U+00BD><ed><U+00B8><U+0087>.

@Zona…",FALSE,0,NA,2016-10-11 09:25:50,FALSE,NA,"785773394147049472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","publiesports",6,TRUE,FALSE,NA,NA
"161","RT @profeetcustom: An essential event for anyone interested in the #MarathonDesSables https://t.co/4QNjpC2Bto @RunUltra_UK #MdS",FALSE,0,NA,2016-10-11 09:11:59,FALSE,NA,"785769907657080832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RunnersKnees",1,TRUE,FALSE,NA,NA
"162","An essential event for anyone interested in the #MarathonDesSables https://t.co/4QNjpC2Bto @RunUltra_UK #MdS",FALSE,1,NA,2016-10-11 09:11:08,FALSE,NA,"785769694666063872",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","profeetcustom",1,FALSE,FALSE,NA,NA
"163","RT @BestLeaguesCoD: #INFO | Buenos días, en nada empezamos con los #MDs a responder las preguntas vuestras.

#MGs los que quieren <ed><U+00A0><U+00BD><ed><U+00B8><U+0087>.

@Zona…",FALSE,0,NA,2016-10-11 09:10:44,FALSE,NA,"785769593201631232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BestAYUDACoDPS3",6,TRUE,FALSE,NA,NA
"164","RT @BestLeaguesCoD: #INFO | Buenos días, en nada empezamos con los #MDs a responder las preguntas vuestras.

#MGs los que quieren <ed><U+00A0><U+00BD><ed><U+00B8><U+0087>.

@Zona…",FALSE,0,NA,2016-10-11 09:04:43,FALSE,NA,"785768079636754433",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vaaROH_",6,TRUE,FALSE,NA,NA
"165","#INFO | Buenos días, en nada empezamos con los #MDs a responder las preguntas vuestras.

#MGs los que quieren <ed><U+00A0><U+00BD><ed><U+00B8><U+0087>.

@ZonaGamingPW @Biri87",FALSE,7,NA,2016-10-11 09:04:27,FALSE,NA,"785768011437342720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BestLeaguesCoD",6,FALSE,FALSE,NA,NA
"166","@marathonDsables not #equality cos they refused to deaf man who he was interested in #MdS #MarathonDesSables cos of difficult communication!",FALSE,0,"marathonDsables",2016-10-11 08:42:45,FALSE,"785457726692397056","785762550336131072","461365902","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Triathlone7",0,FALSE,FALSE,NA,NA
"167","Gym done with partner @jameswellock  now a. @DeliciouslyElla meal prep thanks to @EmilyWellock #wintermeals #mds",FALSE,1,NA,2016-10-11 08:05:32,FALSE,NA,"785753183574425600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sallywellock1",0,FALSE,FALSE,NA,NA
"168","Early diagnosis is vital in dealing with #Cancer PLEASE don't wait to contact your #GP Fatigue, Bruising, bleeding? GET CHECKED #MDS",FALSE,0,NA,2016-10-11 06:14:16,FALSE,NA,"785725182275051520",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HelpforMDS",1,FALSE,FALSE,NA,NA
"169","#Hiring for Windows Mobile Architect Professionals #TechJobs #symbian #blackberry #mds #bes #career | Apply Now https://t.co/ZGRAJhtvLi",FALSE,0,NA,2016-10-11 03:03:34,FALSE,NA,"785677192940298240",NA,"<a href=""http://www.headhonchos.com"" rel=""nofollow"">hh_technology</a>","HH_Technology",0,FALSE,FALSE,NA,NA
"170","#Hiring for Windows Mobile Architect Professionals #TechJobs #symbian #blackberry #mds #bes #career | Apply Now https://t.co/q03Njl8LUQ",FALSE,0,NA,2016-10-11 03:03:33,FALSE,NA,"785677186669748224",NA,"<a href=""http://www.headhonchos.com"" rel=""nofollow"">hh_technology</a>","HH_Technology",0,FALSE,FALSE,NA,NA
"171","#Hiring for Windows Mobile Architect Professionals #TechJobs #symbian #blackberry #mds #bes #career | Apply Now https://t.co/DEILJmyLe9",FALSE,0,NA,2016-10-11 03:03:31,FALSE,NA,"785677179908567040",NA,"<a href=""http://www.headhonchos.com"" rel=""nofollow"">hh_technology</a>","HH_Technology",0,FALSE,FALSE,NA,NA
"172","#Hiring for Windows Mobile Architect Professionals #TechJobs #symbian #blackberry #mds #bes #career | Apply Now https://t.co/F2crOwm60M",FALSE,0,NA,2016-10-11 03:03:29,FALSE,NA,"785677173034135552",NA,"<a href=""http://www.headhonchos.com"" rel=""nofollow"">hh_technology</a>","HH_Technology",0,FALSE,FALSE,NA,NA
"173","""We are so insignificant. We are only here for a blink."" - @senmiriam #MDS #Madam #Miriam… https://t.co/qryKo86rwK",FALSE,0,NA,2016-10-11 02:03:59,FALSE,NA,"785662198886563840",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","carlcuare",0,FALSE,FALSE,NA,NA
"174","https://t.co/pJ8LpLiAsi #soundcloud #listen #mattdubz #mds #ct #rap #hiphop #future #desiigner type #song #follow #rt #retweet #folloback",FALSE,2,NA,2016-10-11 00:16:09,FALSE,NA,"785635061991370752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RobInSin6172",0,FALSE,FALSE,NA,NA
"175","#<U+0412><U+041A><U+0421>: #<U+041F><U+0412><U+0420><U+041E> #<U+041F><U+0412><U+041E>, #<U+041F><U+0420><U+041E> #<U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>: #<U+0417><U+0420><U+041A> #<U+0421>400 #<U+0417><U+0420><U+0421> (#<U+0421>300<U+041F><U+041C>3) #40<U+0420>6 «#<U+0422><U+0440><U+0438><U+0443><U+043C><U+0444>» / «#<U+0412><U+043E><U+0440><U+0447><U+0443><U+043D>»
#ASF: #AAMD #CAD #MDS... https://t.co/UFBpJJwB1x",FALSE,0,NA,2016-10-10 22:37:33,FALSE,NA,"785610245091364864",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","AlexArtAndros",0,FALSE,FALSE,NA,NA
"176","Genetic Basis of #MDS https://t.co/WVNw6x9IBw @MassGeneralNews @harvardmed @ImedexCME #MyelodysplasticSyndromes… https://t.co/yD0D8mhKnd",FALSE,2,NA,2016-10-10 22:31:04,TRUE,NA,"785608613977001984",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","oncologytube",0,FALSE,FALSE,NA,NA
"177","Job Available: MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/emYizSwSG4 #MDS",FALSE,0,NA,2016-10-10 21:26:23,FALSE,NA,"785592337439260672",NA,"<a href=""http://www.bullhornreach.com/"" rel=""nofollow"">Bullhorn Reach</a>","DNGPlacement",0,FALSE,FALSE,NA,NA
"178","RT @Harmonyhlthcare: Need the answers to the Top 10 Questions about #MDS #SectionGG ? Find them here: https://t.co/ginuD3KLZW https://t.co/…",FALSE,0,NA,2016-10-10 21:10:56,FALSE,NA,"785588448933453824",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MMoserHHI",5,TRUE,FALSE,NA,NA
"179","#<U+0412><U+041A><U+0421> #<U+041F><U+0412><U+041E> #<U+041F><U+0420><U+041E> #<U+0420><U+043E><U+0441><U+0441><U+0438><U+044F> ""#<U+0418><U+0441><U+043A><U+0430><U+043D><U+0434><U+0435><U+0440><U+041C>""
#ASF #CAD #MDS #Russia ""#IskanderM"" https://t.co/HJCJsCV4rA",FALSE,0,NA,2016-10-10 20:48:57,FALSE,NA,"785582917925740544",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","AlexArtAndros",0,FALSE,FALSE,NA,NA
"180","Sabem como é né? Kkk #mds https://t.co/PdOiQI0DIh",FALSE,0,NA,2016-10-10 20:41:46,FALSE,NA,"785581110541426688",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","mattos_silva",0,FALSE,FALSE,NA,NA
"181","RT @LinfomasAr: Mayoría de los pacientes (86 %) con #MDS son más de 60 años y menos de 10% de los pacientes son menor de 50 #MIELODISPLASIA…",FALSE,0,NA,2016-10-10 20:14:59,FALSE,NA,"785574368927768576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tanyamoranfava1",3,TRUE,FALSE,NA,NA
"182","Don't miss the chance to have YOUR questions about #MDS treatment answered! https://t.co/1xRKvsMkEB",FALSE,0,NA,2016-10-10 20:02:21,FALSE,NA,"785571188105969665",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","MediComOncology",0,FALSE,FALSE,NA,NA
"183","Apply Today: MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/JPy5FVAb6z #MDS",FALSE,0,NA,2016-10-10 19:49:08,FALSE,NA,"785567864908644352",NA,"<a href=""http://www.bullhornreach.com/"" rel=""nofollow"">Bullhorn Reach</a>","DNGPlacement",0,FALSE,FALSE,NA,NA
"184","RT @dickthewhite: Important observation that tech will bring positives and unintuitive solutions to negatives. #patients &amp; #MDs with tools…",FALSE,0,NA,2016-10-10 19:47:18,FALSE,NA,"785567403019120641",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VahabzadehMD",1,TRUE,FALSE,NA,NA
"185","Important observation that tech will bring positives and unintuitive solutions to negatives. #patients &amp; #MDs with… https://t.co/JLuAv51sjD",FALSE,1,NA,2016-10-10 19:42:58,TRUE,NA,"785566310658772992",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","dickthewhite",1,FALSE,FALSE,NA,NA
"186","RT @LinfomasAr: Mayoría de los pacientes (86 %) con #MDS son más de 60 años y menos de 10% de los pacientes son menor de 50 #MIELODISPLASIA…",FALSE,0,NA,2016-10-10 19:26:37,FALSE,NA,"785562195916644352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Alicianruiz",3,TRUE,FALSE,NA,NA
"187","Lucky enough to bag a Virgin London Marathon ballot place? Join our team + help beat #MDS",FALSE,0,NA,2016-10-10 19:01:33,FALSE,NA,"785555891009576960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HelpforMDS",0,FALSE,FALSE,NA,NA
"188","#Mds <ed><U+00A0><U+00BD><ed><U+00B8><U+00B1><ed><U+00A0><U+00BD><ed><U+00B8><U+00B1><ed><U+00A0><U+00BD><ed><U+00B8><U+00B1><ed><U+00A0><U+00BD><ed><U+00B8><U+00B1><ed><U+00A0><U+00BD><ed><U+00B8><U+00B1><ed><U+00A0><U+00BD><ed><U+00B8><U+00B1> @nahcardoso @Anitta https://t.co/fcYE2Rfl38",FALSE,1,NA,2016-10-10 19:00:16,FALSE,NA,"785555564134891520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FerreiraJamiil",0,FALSE,FALSE,NA,NA
"189","RT @HelpforMDS: Found out if you have a place in the #LondonMarathon? If you have we could use your help! Help us make people #MDS aware &amp;…",FALSE,0,NA,2016-10-10 18:58:33,FALSE,NA,"785555133560217601",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VictoriaPrice91",2,TRUE,FALSE,NA,NA
"190","RT @HelpforMDS: Found out if you have a place in the #LondonMarathon? If you have we could use your help! Help us make people #MDS aware &amp;…",FALSE,0,NA,2016-10-10 18:02:16,FALSE,NA,"785540970834165761",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","revkes",2,TRUE,FALSE,NA,NA
"191","Found out if you have a place in the #LondonMarathon? If you have we could use your help! Help us make people #MDS aware &amp; help raise funds!",FALSE,1,NA,2016-10-10 18:02:01,FALSE,NA,"785540905692528640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HelpforMDS",2,FALSE,FALSE,NA,NA
"192","RT @mariands2805: #RutaRosa previniendo el cancer de mama. 
#MDS #MiTrabajoesContigo https://t.co/ohN2FPSddY",FALSE,0,NA,2016-10-10 17:10:06,FALSE,NA,"785527840313708544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DeportPRIToluca",3,TRUE,FALSE,NA,NA
"193","RT @mariands2805: #RutaRosa previniendo el cancer de mama. 
#MDS #MiTrabajoesContigo https://t.co/ohN2FPSddY",FALSE,0,NA,2016-10-10 15:34:15,FALSE,NA,"785503719756476416",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","reynaldo095",3,TRUE,FALSE,NA,NA
"194","#RutaRosa previniendo el cancer de mama. 
#MDS #MiTrabajoesContigo https://t.co/ohN2FPSddY",FALSE,2,NA,2016-10-10 15:33:59,FALSE,NA,"785503654811881472",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","mariands2805",3,FALSE,FALSE,NA,NA
"195","Now hiring for: MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/RWd5EMaTrG #MDS",FALSE,0,NA,2016-10-10 15:14:53,FALSE,NA,"785498848441561088",NA,"<a href=""http://www.bullhornreach.com/"" rel=""nofollow"">Bullhorn Reach</a>","DNGPlacement",0,FALSE,FALSE,NA,NA
"196","RT @MarathonDSUKIRE: If you are competing in #MdS 2017, make sure you read these hints and #tips https://t.co/AIVWspnNtL",FALSE,0,NA,2016-10-10 15:10:46,FALSE,NA,"785497809411768323",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JamesBarnesEsq",2,TRUE,FALSE,NA,NA
"197","RT @Maskdevil: #MDS to ficando louco #Live #GTA5 no #Youtube com duração de 7hs e 45min pura loucura só eu msm pra fazer isso https://t.co/…",FALSE,0,NA,2016-10-10 14:53:00,FALSE,NA,"785493340812873731",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CarlosUOficial_",1,TRUE,FALSE,NA,NA
"198","1-hour quick sketch haha 

#MDS https://t.co/nbHtxRZ0Vc",FALSE,0,NA,2016-10-10 14:50:19,FALSE,NA,"785492665328697345",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","patriciodavid29",0,FALSE,FALSE,NA,NA
"199","#Menciones/#MDs, user está en clase.",FALSE,1,NA,2016-10-10 14:25:30,FALSE,NA,"785486418802016256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ADauntlessKing",0,FALSE,FALSE,NA,NA
"200","<U+5F8C><U+3067><U+8981><U+7D04><U+3059><U+308B>

RT @MarathonDSUKIRE: If you are competing in #MdS 2017, make sure you read these hints and #tips https://t.co/rU2M7P5lM3",FALSE,0,NA,2016-10-10 14:20:13,FALSE,NA,"785485089958301697",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","rena_fr",0,FALSE,FALSE,NA,NA
"201","If you are competing in #MdS 2017, make sure you read these hints and #tips https://t.co/AIVWspnNtL",FALSE,6,NA,2016-10-10 13:15:45,FALSE,NA,"785468865451028480",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","MarathonDSUKIRE",2,FALSE,FALSE,NA,NA
"202","RT @AGP_hematology: In a meta analysis HAG regimen appeared to be more effective and better tolerated than intensive chemotherapy in #MDS a…",FALSE,0,NA,2016-10-10 13:15:09,FALSE,NA,"785468713696890880",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HeretoHelpMDS",1,TRUE,FALSE,NA,NA
